UT,TI,AU,AF,SO,PY,AB,DE,ID,CR,DI,C1,RP,TC,Z9,AR,BP,EA,EI,EP,IS,OI,PD,PM,PN,PT,RI,SI,SN,SU,VL,VR,include,reason_code,reason_detail,screener,screen_date,stage
WOS:001227482600001,Large language models help facilitate the automated synthesis of,"Scheepens, D","Scheepens, Daan",METHODS IN ECOLOGY AND EVOLUTION,2024,,,,,10.1111/2041-210X.14341,,,,,,1261,MAY 2024,2041-2096,1273,7,"Scheepens, Daan R/0009-0007-7574-9621; Farrell,",JUL,,,J,"Scheepens, Daan R/IUN-5434-2023; Farrell, Maxwell/U-7847-2019; Newbold,",,2041-210X,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001643342200004,THE YIDDISH NATION AS AN IMAGINED COMMUNITY: UTILISING LLMS FOR THE,"Gurbych, S","Gurbych, Sergii",LITHUANIAN HISTORICAL STUDIES,2025,,,,,10.30965/25386565-02901004,,,,,,99,,2538-6565,126,1,"Gurbych, Sergii/0000-0002-3495-0130",NOV,,,J,"Gurbych, Sergii/MVU-4821-2025",,1392-2343,,29.0,,True,,,董恒清,2026-05-25,initial
WOS:001005659000001,Digital Restoration of Cultural Heritage With Data-Driven Computing: A,"Basu, A","Basu, Arkaprabha",IEEE ACCESS,2023,,,,,10.1109/ACCESS.2023.3280639,,,,,,53939,,,53977,,"Snasel, Vaclav/0000-0002-9600-8319; , Sreeya/0000-0002-2414-7205; Basu,",,,,J,"Snasel, Vaclav/B-8094-2009; Das, Swagatam/AAG-6753-2019",,2169-3536,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001407581600001,Tell me more: integrating LLMs in a cultural heritage website for,"Cossatin, AG","Cossatin, Angelo Geninatti",INFORMATION TECHNOLOGY & TOURISM,2025,,,,,10.1007/s40558-025-00312-8,,,,,,385,JAN 2025,1943-4294,416,2,"Geninatti Cossatin, Angelo/0009-0007-5378-7061; Mauro,",JUN,,,J,"Ardissono, Liliana/C-8371-2011; Geninatti Cossatin, Angelo/KTI-2454-2024",,1098-3058,,27.0,,True,,,董恒清,2026-05-25,initial
WOS:001178054000001,Taiyi: a bilingual fine-tuned large language model for diverse,"Luo, L","Luo, Ling",JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION,2024,,,,,10.1093/jamia/ocae037,,,,,,1865,FEB 2024,1527-974X,1874,9,"Han, Qinyu/0009-0000-1178-5462; chen, peng/0000-0002-0975-236X; li,",FEB 29,38422367.0,,J,"; Luo, Ling/AAA-3476-2019",,1067-5027,,31.0,,True,,,董恒清,2026-05-25,initial
WOS:001647695200001,Study on the Impact of AIGC Technology Integration Application on,"Liu, Y","Liu, Yang",SAGE OPEN,2025,,,,,10.1177/21582440251407654,,,,,21582440251407654,,,,,4,"Fang, Zhongzheng/0000-0001-7365-0918",OCT,,,J,"Fang, Zhongzheng/AAJ-5252-2021",,2158-2440,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001645989800007,Ethics of Artificial Intelligence for Cultural Heritage: Opportunities,"Tiribelli, S","Tiribelli, Simona",IEEE TRANSACTIONS ON TECHNOLOGY AND SOCIETY,2024,,,,,10.1109/TTS.2024.3432407,,,,,,293,,2637-6415,305,3,"pansoni, sofia/0009-0003-7718-7475",SEP,,,J,"Tiribelli, Simona/AGF-6841-2022; Frontoni, Emanuele/D-9838-2013;",,,,5.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001609181800001,Factors affecting vocational education teachers' adoption of Gen AI: a,"Cui, YR","Cui, Yiran",INTERACTIVE LEARNING ENVIRONMENTS,2025,,,,,10.1080/10494820.2025.2583194,,,,,,,NOV 2025,1744-5191,,,"Cui, Yiran/0000-0003-3395-0240",2025 NOV 6,,,J,,,1049-4820,,,,True,,,董恒清,2026-05-25,initial
WOS:001636213200001,Enhancing Quantitative Analysis in Social Sciences With Large Language,"Sebastian, J","Sebastian, James",AERA OPEN,2025,,,,,10.1177/23328584251389621,,,,,23328584251389621,,,2332-8584,,,"Moon, Jeong-Mi/0000-0002-6203-4391",,,,J,,,,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001610944100001,Reasoning Models for Text Mining in Oncology: A Comparison Between o1,"Windisch, P","Windisch, Paul",JCO CLINICAL CANCER INFORMATICS,2025,,,,,10.1200/CCI-24-00311,,,,,e2400311,,,,,,"Dennstädt, Fabio/0000-0002-5374-8720; Windisch,",NOV,41197109.0,,J,"Dennstädt, Fabio/AGE-9074-2022; Schroeder, Christina/OXB-3866-2025;",,2473-4276,,9.0,,True,,,董恒清,2026-05-25,initial
WOS:001623913200001,A Systems Approach to Validating Large Language Model Information,"Çetinkaya, A","Cetinkaya, Ali",INFORMATION,2025,,,,,10.3390/info16110960,,,,,960,,,2078-2489,,11,"Çetinkaya, Ali/0000-0002-7747-6854",NOV 5,,,J,"Çetinkaya, Ali/AAO-4213-2020",,,,16.0,,True,,,董恒清,2026-05-25,initial
WOS:001436277100002,Fine-tuning diffusion model to generate new kite designs for the,"Zhou, YQ","Zhou, Yaqin",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-92225-z,,,,,7519,,,,,1,"Chen, Junming/0000-0001-6406-0924",MAR 4,40032964.0,,J,"Chen, Junming/JGM-2773-2023",,2045-2322,,15.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001549753300001,Writing Is Coding for Sustainable Futures: Reimagining Poetic Expression,"Lin, HCK","Lin, Hao-Chiang Koong",SUSTAINABILITY,2025,,,,,10.3390/su17157020,,,,,7020,,,2071-1050,,15,"Lin, Hao-Chiang Koong/0000-0001-9824-6938; Wang,",AUG 1,,,J,"Lin, Hao-Chiang Koong/AAE-8343-2020",,,,17.0,,True,,,董恒清,2026-05-25,initial
WOS:001313634600001,Advancing Chinese biomedical text mining with community challenges,"Zong, H","Zong, Hui",JOURNAL OF BIOMEDICAL INFORMATICS,2024,,,,,10.1016/j.jbi.2024.104716,,,,,104716,,AUG 2024,1532-0480,,,,SEP,39197732.0,,J,"Shen, Bairong/W-1254-2019; Wu, Rongrong/PBW-2792-2025; Zong,",,1532-0464,,157.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001647761200001,Embracing Dialectic Intersubjectivity: Coordination of Differential,"Kang, TW","Kang, Taewoo",SOCIAL SCIENCE COMPUTER REVIEW,2025,,,,,10.1177/08944393251410155,,,,,,,DEC 2025,1552-8286,,,"Peng, Tai-Quan/0000-0002-2588-7491; Kang, Taewoo/0000-0002-4995-5145",2025 DEC 23,,,J,"Hiaeshutter-Rice, Dan/ACH-4438-2022; Peng, Tai-Quan/B-3176-2011",,0894-4393,,,,True,,,董恒清,2026-05-25,initial
WOS:001603317000001,CAN MULTIMODAL LARGE LANGUAGE MODELS ANNOTATE LOW-AND HIGH-LEVEL,"Suviranta, R","Suviranta, Rosa",INTERNATIONAL JOURNAL OF HUMANITIES AND ARTS COMPUTING-A JOURNAL OF,2025,,,,,10.3366/ijhac.2025.0354,,,,,,127,,1755-1706,142,2,"Suviranta, Rosa/0009-0004-8783-9366;",OCT,,,J,"; Hiippala, Tuomo/F-1088-2013",,1753-8548,,19.0,,True,,,董恒清,2026-05-25,initial
WOS:001248764300001,Enhanced earthquake impact analysis based on social media texts via,"Han, J","Han, Jin",INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION,2024,,,,,10.1016/j.ijdrr.2024.104574,,,,,104574,,MAY 2024,,,,"Lu, Xinzheng/0000-0002-3313-7420; Han, Jin/0009-0009-4780-7040; Lin,",JUL,,,J,"Lu, Xinzheng/OGN-6712-2025; Lin, Jia-Rui/L-7191-2019",,2212-4209,,109.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001626382100001,Uncovering the Multifunctional Roles of Metal-Organic Frameworks in,"Wang, XY","Wang, Xinyu",ISRAEL JOURNAL OF CHEMISTRY,2025,,,,,10.1002/ijch.70002,,,,,e70002,,,1869-5868,,10-11,"Yang, Chunpeng/0000-0001-7075-3356;",NOV 29,,,J,"Wang, Xinyu/KFQ-9411-2024; Li, Jiaxin/OCL-0738-2025",,0021-2148,,65.0,,True,,,董恒清,2026-05-25,initial
WOS:001647331300001,Stagnation in US Recycling Rates: Evaluating the Impact of Bottle Bills,"Oh, CB","Oh, Chanho B.",SUSTAINABILITY,2025,,,,,10.3390/su172411335,,,,,11335,,,2071-1050,,24,"Kim, Younsung/0000-0002-7498-9865",DEC 17,,,J,,,,,17.0,,True,,,董恒清,2026-05-25,initial
WOS:001539585400001,Integrating Machine Learning Techniques and the Theory of Planned,"Pérez-Portabella, A","Perez-Portabella, Antonio",ALGORITHMS,2025,,,,,10.3390/a18070410,,,,,410,,,1999-4893,,7,"de Andrés-Sánchez, Jorge/0000-0002-7715-779X; Arias-Oliva,",JUL 3,,,J,"de Andrés-Sánchez, Jorge/F-7766-2016; Arias-Oliva, Mario/ABA-3225-2021;",,,,18.0,,True,,,董恒清,2026-05-25,initial
WOS:001622542800020,Utilizing unstructured data to predict the art museum visitor numbers,"Tian, Z","Tian, Ziyi",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-25582-4,,,,,41684,,,,,1,,NOV 24,41286246.0,,J,"Kim, Cheong/OYE-8362-2025",,2045-2322,,15.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001469038100001,Understanding the landscape of a modern Chinese city and summer resort,"Lin, YN","Lin, Yinan",LANDSCAPE RESEARCH,2025,,,,,10.1080/01426397.2025.2484193,,,,,,1007,APR 2025,1469-9710,1024,6,"Li, Jing/0000-0003-4960-3331; Lin, Yinan/0009-0005-6618-8637;",AUG 18,,,J,"Li, Jing/ACA-6936-2022; Lin, Yinan/PIH-4429-2026",,0142-6397,,50.0,,True,,,董恒清,2026-05-25,initial
WOS:001475937800001,Geocoding the past world: unearthing coordinates of early China from,"Chen, YQ","Chen, Yuqi",INTERNATIONAL JOURNAL OF GEOGRAPHICAL INFORMATION SCIENCE,2026,,,,,10.1080/13658816.2025.2491711,,,,,,781,APR 2025,1362-3087,807,3,,MAR 4,,,J,,SI,1365-8816,,40.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001251604700001,Situated usage of generative AI in policy education: implications for,"Papyshev, G","Papyshev, Gleb",JOURNAL OF ASIAN PUBLIC POLICY,2025,,,,,10.1080/17516234.2024.2370716,,,,,,311,JUN 2024,1751-6242,328,2,"Papyshev, Gleb/0000-0002-4582-4973",MAY 4,,,J,,SI,1751-6234,,18.0,,True,,,董恒清,2026-05-25,initial
WOS:001622542800045,Value-based large language model agent simulation for mutual evaluation,"Sakamoto, Y","Sakamoto, Yuki",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-25531-1,,,,,41653,,,,,1,"Uchida, Takahisa/0000-0003-2458-500X; Sakamoto, Yuki/0009-0002-2143-1785",NOV 24,41285997.0,,J,,,2045-2322,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001643293300001,Artificial intelligence and digital Nationalism: A social media,"Li, YH","Li, Yuhang",TECHNOLOGY IN SOCIETY,2026,,,,,10.1016/j.techsoc.2025.103197,,,,,103197,,DEC 2025,1879-3274,,,"Ma, Chunhao/0000-0001-6846-3608",JUN,,,J,"Ma, Chunhao/JPL-5060-2023",,0160-791X,,85.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001650591800001,Structure-Color Coordinated Generation for Tang Dynasty Tuanke Patterns:,"Shi, X","Shi, Xin",ACM JOURNAL ON COMPUTING AND CULTURAL HERITAGE,2025,,,,,10.1145/3774910,,,,,71,,,1556-4711,,4,"zhao, jingjie/0000-0002-2237-0446",DEC,,,J,,,1556-4673,,18.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001551870600020,"Analysing nontraditional students' ChatGPT interaction, engagement,","Yang, MH","Yang, Mohan",BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,2025,,,,,10.1111/bjet.13588,,,,,,1973,,1467-8535,2000,5,"Jiang, Shiyan/0000-0003-4781-846X; Lovett, Nolan/0009-0003-1982-830X",SEP,,,J,"LUO, TIAN/J-3742-2019; Li, Belle/JXW-8400-2024; Jiang,",,0007-1013,,56.0,,True,,,董恒清,2026-05-25,initial
WOS:001562391000001,Effects of Generative AI Feedback and Interactive Video Assessment on,"Pellas, N","Pellas, Nikolaos",JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,2026,,,,,10.1177/07356331251372800,,,,,,16,SEP 2025,1541-4140,58,1,"Pellas, Nikolaos/0000-0002-3071-6275",JAN,,,J,"Pellas, Nikolaos/S-8996-2016",,0735-6331,,64.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001530665400001,A structured prompt framework for AI-generated biophilic architectural,"Lee, EJ","Lee, Eun Ji",JOURNAL OF BUILDING ENGINEERING,2025,,,,,10.1016/j.jobe.2025.113326,,,,,113326,,JUN 2025,2352-7102,,,"Lee, Eun Ji/0000-0003-3948-1641",OCT 1,,,J,,,,,111.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001575624700001,Unlocking deep eutectic solvent knowledge through a large language,"Peng, XT","Peng, Xiting",GREEN CHEMICAL ENGINEERING,2025,,,,,10.1016/j.gce.2025.05.006,,,,,,572,,2666-9528,581,4,"Wang, Chi/0009-0009-5842-1274; Zhao, Kai/0000-0001-5875-6618; Tew, Yi",DEC,,,J,"Li, Renai/JDC-6687-2023; Wang, Xiaonan/T-1102-2017; Tew, Yi",,2096-9147,,6.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001108855100005,Machine Learning Applications in Digital Humanities: Designing a,"Mitra, R","Mitra, Roshni",DESIDOC JOURNAL OF LIBRARY & INFORMATION TECHNOLOGY,2023,,,,,10.14429/djlit.43.4.19227,,,,,,219,,0976-4658,225,4,,JUL,,,J,"Mukhopadhyay, PS/JCE-1562-2023",,0974-0643,,43.0,,True,,,董恒清,2026-05-25,initial
WOS:001654840800001,Advancing lacquerware design through human-AI collaboration with,"Liang, J","Liang, Jun",SCIENTIFIC REPORTS,2025,,,,,10.1038/s41598-025-33119-y,,,,,421,,,,,1,"li, yixin/0009-0002-9290-5300; , Xiong Zhileng/0009-0002-8632-9028",DEC 18,41413203.0,,J,,,2045-2322,,16.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001578734000001,MuralAgent: Enhancing Ancient Mural Outpainting with RAG-Based Texts and,"Xu, ZS","Xu, Zishan",ACM TRANSACTIONS ON MULTIMEDIA COMPUTING COMMUNICATIONS AND APPLICATIONS,2025,,,,,10.1145/3743679,,,,,267,,,1551-6865,,9,"Wang, Zehua/0000-0001-9040-847X; Liu, Jueting/0009-0004-2986-2605; xu,",SEP,,,J,"; El Saddik, Abdulmotaleb/D-4159-2009",,1551-6857,,21.0,,True,,,董恒清,2026-05-25,initial
WOS:001539703100001,A Systematic Approach to Evaluate the Use of Chatbots in Educational,"Qiu, W","Qiu, Wei",COMPUTERS,2025,,,,,10.3390/computers14070270,,,,,270,,,,,7,"Thway, Maung/0000-0003-4904-0639; Lai, Joel Weijia/0000-0002-5619-2051;",JUL 9,,,J,"Thway, Maung/AAF-6650-2020; Lai, Joel Weijia/HPF-5537-2023; Qiu,",,2073-431X,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:001218265100001,Evaluation of Large Language Model Performance and Reliability for,"Mugaanyi, J","Mugaanyi, Joseph",JOURNAL OF MEDICAL INTERNET RESEARCH,2024,,,,,10.2196/52935,,,,,e52935,,,,,,"Mugaanyi, Joseph/0000-0003-1688-5475; Cai, Liuying/0009-0005-2648-1839",APR 5,38578685.0,,J,"Mugaanyi, Joseph/HHZ-1402-2022",,1438-8871,,26.0,,True,,,董恒清,2026-05-25,initial
WOS:001620882400001,Generative artificial intelligence in higher education: Emotional,"Qu, Y","Qu, Yao",BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,2025,,,,,10.1111/bjet.70029,,,,,,,NOV 2025,1467-8535,,,"Wang, Jue/0000-0002-3401-713X",2025 NOV 24,,,J,"Wang, Jue/P-6168-2014",,0007-1013,,,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001656528300002,"Using Wikidata's Ontology in Practice: A Neuro-Symbolic,","Velilla, MC","Velilla, Miquel Centelles",JOURNAL OF OPEN HUMANITIES DATA,2025,,,,,10.5334/johd.439,,,,,84,,,2059-481X,,,"Ferran Ferrer, Nuria/0000-0002-9037-8837; Centelles Velilla,",,,,J,"Ferran Ferrer, Nuria/IYS-7492-2023",,,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001651855000001,From Content to Conversation: Explaining Adoption of On-Device,"Chen, MY","Chen, Mu-Yen",INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION,2025,,,,,10.1080/10447318.2025.2604631,,,,,,,DEC 2025,1532-7590,,,"KUO, FU-KAI/0009-0005-3932-0540; Chen, Mu-Yen/0000-0002-3945-4363;",2025 DEC 30,,,J,"; Chen, Mu-Yen/AAO-6568-2021",,1044-7318,,,,True,,,董恒清,2026-05-25,initial
WOS:001409059200001,Classification performance and reproducibility of GPT-4 omni for,"Wulcan, JM","Wulcan, Judit M.",FRONTIERS IN VETERINARY SCIENCE,2025,,,,,10.3389/fvets.2024.1490030,,,,,1490030,,,2297-1769,,,"Jacques, Kevin/0000-0003-3120-7744;",JAN 16,39885843.0,,J,"; Keller, Stefan/ABK-6651-2022; Lee, Mary Ann/LJM-0712-2024",,,,11.0,,True,,,董恒清,2026-05-25,initial
WOS:001376297800001,Enhancing the Digital Inheritance and Development of Chinese Intangible,"Dai, MG","Dai, Mengge",APPLIED SCIENCES-BASEL,2024,,,,,10.3390/app142311032,,,,,11032,,,2076-3417,,23,"DAI, MENGGE/0009-0001-2752-6753",DEC,,,J,,,,,14.0,,True,,,董恒清,2026-05-25,initial
WOS:000795410900001,Multi-Scale Upsampling GAN Based Hole-Filling Framework for High-Quality,"Ren, Y","Ren, Yong",APPLIED SCIENCES-BASEL,2022,,,,,10.3390/app12094581,,,,,4581,,,2076-3417,,9,"Cao, Xin/0000-0003-3560-6523; Ren, Yong/0000-0003-0705-1807; Geng,",MAY,,,J,"; Ren, Yong/OUI-5853-2025; Jiao, Yifei/HPD-7523-2023",,,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001374721200002,LOGIC: LLM-originated guidance for internal cognitive improvement of,"Lee, W","Lee, Woojin",PEERJ COMPUTER SCIENCE,2024,,,,,10.7717/peerj-cs.2585,,,,,e2585,,,2376-5992,,,"Kim, Harksoo/0000-0002-8286-7198; Lee, Woojin/0009-0008-8726-6990",DEC 3,39650400.0,,J,,,,,10.0,,True,,,董恒清,2026-05-25,initial
WOS:001555739200001,Is generative AI reshaping academic practices worldwide? A survey of,"Mohammadi, E","Mohammadi, Ehsan",INFORMATION PROCESSING & MANAGEMENT,2026,,,,,10.1016/j.ipm.2025.104350,,,,,104350,,AUG 2025,1873-5371,,1,"Mohammadi, Ehsan/0000-0003-3481-6991; CAI, YIZHOU/0009-0006-7735-1839;",JAN,,,J,"Tahamtan, Iman/M-3115-2016; Mohammadi, Ehsan/V-3149-2019; CAI,",,0306-4573,,63.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001192721900001,Will Artificial Intelligence Affect How Cultural Heritage Will Be,"Spennemann, DHR","Spennemann, Dirk H. R.",HERITAGE,2024,,,,,10.3390/heritage7030070,,,,,,1453,,,1471,3,"Spennemann, Dirk/0000-0003-2639-7950",MAR,,,J,"Spennemann, Dirk/J-4199-2016",,2571-9408,,7.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001323595500001,Language Differences in Online Complaint Responses between Generative,"Wan, YN","Wan, Yau-Ni",INFORMATICS-BASEL,2024,,,,,10.3390/informatics11030066,,,,,66,,,2227-9709,,3,"Wan, Yau Ni/0000-0002-7585-1745",SEP,,,J,"Wan, Yau Ni/JRY-7499-2023",,,,11.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001217305600001,The Bullwhip Effect in Servitized Manufacturers,"Niu, YM","Niu, Yimeng",MANAGEMENT SCIENCE,2025,,,,,10.1287/mnsc.2023.01026,,,,,,1,APR 2024,1526-5501,20,1,"Wu, Jing/0000-0002-0153-7710; Jiang, Zhibin/0000-0002-9241-0212",JAN,,,J,"Wu, Jing/KIA-4914-2024",,0025-1909,,71.0,,True,,,董恒清,2026-05-25,initial
WOS:001606446100002,A hierarchical framework for measuring scientific paper innovation via,"Tan, HM","Tan, Hongming",INFORMATION SCIENCES,2026,,,,,10.1016/j.ins.2025.122787,,,,,122787,,OCT 2025,1872-6291,,,"Zhan, Shaoxiong/0009-0000-1150-2856; Zheng, Hai-Tao/0000-0001-5128-5649;",FEB,,,J,"Zhan, Shaoxiong/LWJ-9056-2024",,0020-0255,,728.0,,True,,,董恒清,2026-05-25,initial
WOS:001495061500003,And Plato met ChatGPT: an ethical reflection on the use of chatbots in,"Calderon, R","Calderon, Reyes",HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS,2025,,,,,10.1057/s41599-025-04650-0,,,,,713,,,2662-9992,,1,"Calderón, Reyes/0000-0002-8944-8375;",MAY 26,,,J,"; Herrera, Francisco/K-9019-2017",,,,12.0,,True,,,董恒清,2026-05-25,initial
WOS:001382471400001,An overview of the literature on assistance dogs using text mining and,"Bassan, E","Bassan, Emma",FRONTIERS IN VETERINARY SCIENCE,2024,,,,,10.3389/fvets.2024.1463332,,,,,1463332,,,2297-1769,,,"Bassan, Emma/0009-0008-3490-5373; De Santis, Marta/0000-0002-0630-6153;",DEC 11,39723180.0,,J,"; Mair, Alberto/LVR-8249-2024; De Santis, Marta/AAL-2679-2020;",,,,11.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001244209000001,RDscan: Extracting RNA-disease relationship from the literature based on,"Zhang, Y","Zhang, Yang",METHODS,2024,,,,,10.1016/j.ymeth.2024.05.012,,,,,,48,MAY 2024,1095-9130,54,,"Ning, Lin/0000-0001-6374-8823;",AUG,38789016.0,,J,"Ning, Lin/KHW-8286-2024; Wang, Yunlei/HZI-3220-2023; Zhang,",,1046-2023,,228.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001620122800003,Vaner2: towards more general biomedical named entity recognition using,"Liu, YX","Liu, Yuxuan",HEALTH INFORMATION SCIENCE AND SYSTEMS,2025,,,,,10.1007/s13755-025-00400-3,,,,,4,,,,,1,"Zhu, Shanfeng/0000-0002-6067-5312;",NOV 21,41281609.0,,J,"; Zheng, Jiaxuan/LZI-0921-2025",,2047-2501,,14.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001373800700036,Twin3: Pluralistic Personal Digital Twins via Blockchain,"Wen, MH","Wen, Ming Hui",IEEE ACCESS,2024,,,,,10.1109/ACCESS.2024.3486033,,,,,,178997,,,179009,,"WEN, MING-HUI/0000-0001-8973-3072;",,,,J,"WEN, MING-HUI/IVH-6945-2023; Lin, Jerry/C-1514-2011",,2169-3536,,12.0,,False,E2,Excluded by E2 rule,董恒清,2026-05-25,initial
WOS:001494794000006,The future of urban travel and tourism: a text mining analysis of,"Lin, BY","Lin, Boyu",JOURNAL OF TRAVEL & TOURISM MARKETING,2025,,,,,10.1080/10548408.2025.2469118,,,,,,479,,1540-7306,494,4,"Yang, Rui/0009-0000-8423-8339; FAN, Yifan/0009-0009-7294-8638; Lin,",MAY 4,,,J,"; FAN, Yifan/NKP-5962-2025; Lin, Boyu/HTQ-9230-2023",SI,1054-8408,,42.0,,True,,,董恒清,2026-05-25,initial
WOS:001556695600001,Investigating evidence-oriented generation of synthetic text data with a,"Stanja, J","Stanja, Judith",INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,2025,,,,,10.1080/09500693.2025.2538834,,,,,,,AUG 2025,1464-5289,,,"MIRCEA, Gabriela/0000-0002-9982-4813; Stankevičienė,",2025 AUG 19,,,J,"MIRCEA, Gabriela/IUQ-7160-2023; Stankevičienė, Jelena/JVO-8162-2024;",,0950-0693,,,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001388779500001,Edge Computing Architecture for the Management of Underwater Cultural,"Herrera-Santos, J","Herrera-Santos, Jorge",JOURNAL OF MARINE SCIENCE AND ENGINEERING,2024,,,,,10.3390/jmse12122250,,,,,2250,,,2077-1312,,12,"Corchado, Emilio/0000-0001-8560-3991; Herrera Santos,",DEC,,,J,"Corchado, Emilio/L-1527-2014; Herrera Santos, Jorge/LVS-3985-2024;",,,,12.0,,False,E3,Excluded by E3 rule,董恒清,2026-05-25,initial
WOS:001511656800001,Generative Artificial Intelligence (GAI) in Teaching and Learning,"Marzano, D","Marzano, Daniela",SCIENTIFIC REPORTS,2025,,,,,10.1007/s10758-025-09853-7,,,,,,,JUN 2025,,,1,"Marzano, Daniela/0009-0000-4646-5303",JUL 12,,,J,,,2045-2322,,15.0,,False,E1,Excluded by E1 rule,董恒清,2026-05-25,initial
WOS:001515413800001,Transformative Metaverse Pedagogy for Intangible Heritage: A Gamified,"Intawong, K","Intawong, Kannikar",EDUCATION SCIENCES,2025,,,,,10.3390/educsci15060736,,,,,736,,,2227-7102,,6,"Puritat, Kitti/0000-0003-0681-3064",JUN 12,,,J,"Puritat, Kitti/AAQ-7544-2021",,,,15.0,,True,,,董恒清,2026-05-25,initial
WOS:001586631700021,"The sociocultural roots of artificial conversations: The taste, class","Rama, I","Rama, Ilir",NEW MEDIA & SOCIETY,2025,,,,,10.1177/14614448251338273,,,,,,5546,,1461-7315,5567,10,"RAMA, ILIR/0000-0002-6032-7000",OCT,,,J,,SI,1461-4448,,27.0,,False,E4,Excluded by E4 rule,董恒清,2026-05-25,initial
WOS:001531251900001,Embodied heritage by integrating digital and physical visualization of,"Yu, J","Yu, Jian",NPJ HERITAGE SCIENCE,2025,,,,,10.1038/s40494-025-01942-1,,,,,354,,,3059-3220,,1,,JUL 19,,,J,"Ye, Yilin/GRR-8394-2022; Zhang, Kaihao/AAB-4770-2021",,,,13.0,,True,,,董恒清,2026-05-25,initial
WOS:001429202600001,Improving entity recognition using ensembles of deep learning and,"Li, YM","Li, Yiming",JOURNAL OF BIOMEDICAL INFORMATICS,2025,,,,,10.1016/j.jbi.2025.104789,,,,,104789,,FEB 2025,1532-0480,,,"Li, Jianfu/0000-0002-9949-7007; Tao, Cui/0000-0002-4267-1924;",MAR,39923968.0,,J,"ZUO, XU/OXC-0732-2025; Tao, Cui/G-8429-2011",,1532-0464,,163.0,,True,,,董恒清,2026-05-25,initial
